Food_Name,Category_ID,Raw_Weight_g,Cooking_Method,Fat_Added_tbsp,Raw_Calories,Raw_Fat_g,Target_Final_Weight_g,Target_Final_Calories
"Fish, snapper, mixed species, raw",15,100,Fry,0,100,0,85.7,95
"Fish, snapper, mixed species, cooked, dry heat",15,100,Boil,0,128,0,108.4,129
"Fish, spot, raw",15,100,Steam,0,123,0,96.4,105
"Fish, sturgeon, mixed species, raw",15,100,Boil,0,105,0,106.8,108.8
"Fish, surimi",15,100,Boil,0,99,0,105.6,92.8
"Fish, swordfish, raw",15,100,Fry,0,144,0,83.8,134.5
"Fish, swordfish, cooked, dry heat",15,100,Boil,0,172,0,107.2,155.8
"Fish, tilefish, raw",15,100,Boil,0,96,0,106.1,101.2
"Fish, tuna, fresh, bluefin, raw",15,100,Steam,0,144,0,99.2,148.9
"Fish, tuna, fresh, bluefin, cooked, dry heat",15,100,Fry,1,184,0,97.2,283.3
"Fish, tuna, light, canned in oil, drained solids",15,100,Fry,2,198,0,117,481.9
"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",15,100,Roast,1,86,0,90,218.5
"Fish, turbot, european, raw",15,100,Steam,0,95,0,97.2,82.6
"Fish, whitefish, mixed species, raw",15,100,Fry,0,134,0,81.6,139.9
"Fish, whitefish, mixed species, smoked",15,100,Boil,0,108,0,100.1,99.1
"Fish, whiting, mixed species, raw",15,100,Fry,1,90,0,94.3,214.9
"Fish, catfish, channel, wild, cooked, dry heat",15,100,Roast,1,105,0,98.4,215.2
"Fish, salmon, coho, farmed, raw",15,100,Boil,0,160,0,109.5,153.6
"Fish, salmon, coho, farmed, cooked, dry heat",15,100,Fry,2,178,0,108,462.6
"Fish, trout, rainbow, farmed, raw",15,100,Steam,0,141,0,96.6,142.5
"Fish, trout, rainbow, farmed, cooked, dry heat",15,100,Roast,1,168,0,95.4,281.1
"Fish, salmon, coho, wild, cooked, dry heat",15,100,Roast,1,139,0,95.4,246.6
"Mollusks, conch, baked or broiled",15,100,Fry,1,130,0,95.7,277
"Salmon nuggets, breaded, frozen, heated",15,100,Steam,0,212,0,97.1,179.7
"Salmon nuggets, cooked as purchased, unheated",15,100,Steam,0,189,0,96.1,195.6
"Salmon, sockeye, canned, drained solids, without skin and bones",15,100,Roast,1,158,0,95.1,298
"Fish, Salmon, pink, canned, drained solids, without skin and bones",15,100,Boil,0,136,0,106.2,136.4
"Fish, pollock, Alaska, raw",15,100,Boil,0,76,0,104,64.4
"Fish, pollock, Alaska, cooked",15,100,Roast,1,86.6164,0,92,219.3
"Beans, adzuki, mature seeds, raw",16,100,Steam,0,329,0,95.4,283.6
"Beans, adzuki, mature seeds, cooked, boiled, without salt",16,100,Steam,0,128,0,102.8,122.9
"Beans, adzuki, mature seeds, canned, sweetened",16,100,Fry,0,237,0,82.2,226.3
"Yokan, prepared from adzuki beans and sugar",16,100,Fry,1,260,0,103.6,343.6
"Beans, baked, home prepared",16,100,Boil,0,155,0,110.1,163.5
"Beans, baked, canned, with pork and sweet sauce",16,100,Boil,0,105,0,101.9,92.8
"Beans, baked, canned, with pork and tomato sauce",16,100,Roast,0,94,0,81.1,85
"Beans, black, mature seeds, raw",16,100,Roast,0,341,0,82,340.1
"Beans, black, mature seeds, cooked, boiled, without salt",16,100,Steam,0,132,0,102.2,120.5
"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",16,100,Boil,0,136,0,104.6,127.9
"Beans, cranberry (roman), mature seeds, canned",16,100,Roast,2,83,0,105.1,322.2
"Beans, french, mature seeds, raw",16,100,Boil,0,343,0,103.3,310.7
"Beans, french, mature seeds, cooked, boiled, without salt",16,100,Roast,0,129,0,78.5,110.3
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",16,100,Roast,0,127,0,83.5,126.4
"Beans, kidney, all types, mature seeds, canned",16,100,Roast,1,84,0,92.4,213.4
"Beans, kidney, california red, mature seeds, raw",16,100,Boil,0,330,0,100.7,337.7
"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",16,100,Fry,0,124,0,82.6,122
"Beans, kidney, red, mature seeds, raw",16,100,Boil,0,337,0,106.2,350.5
"Beans, navy, mature seeds, raw",16,100,Roast,0,337,0,77.7,321.3
"Beans, navy, mature seeds, cooked, boiled, without salt",16,100,Boil,0,140,0,101.3,140.5
"Beans, navy, mature seeds, canned",16,100,Fry,2,113,0,115.4,374.7
"Beans, pink, mature seeds, raw",16,100,Roast,0,343,0,83.8,319.9
"Beans, small white, mature seeds, raw",16,100,Roast,2,336,0,107.5,515.7
"Beans, small white, mature seeds, cooked, boiled, without salt",16,100,Steam,0,142,0,101.5,138.6
"Beans, yellow, mature seeds, raw",16,100,Boil,0,345,0,106.7,360.4
"Beans, yellow, mature seeds, cooked, boiled, without salt",16,100,Boil,0,144,0,108.2,146.4
"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",16,100,Steam,0,110,0,99.7,114.9
"Broadbeans (fava beans), mature seeds, canned",16,100,Steam,0,71,0,102,74
Carob flour,16,100,Boil,0,222,0,105.1,225.1
"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",16,100,Boil,0,378,0,109.3,345.4
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",16,100,Boil,0,164,0,103.3,172.3
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",16,100,Steam,0,336,0,98.9,306
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",16,100,Roast,0,116,0,76.9,121
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",16,100,Roast,1,77,0,96.1,195.7
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",16,100,Steam,0,83,0,102.1,83.4
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",16,100,Roast,2,98,0,108.7,338.4
"Vitasoy USA, Organic Nasoya Firm Tofu",16,100,Fry,2,84,0,113.6,297.2
"Vitasoy USA, Organic Nasoya Silken Tofu",16,100,Fry,1,47,0,95.8,190.3
"Soymilk (All flavors), enhanced",16,100,Boil,0,45,0,106.3,40.1
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",16,100,Fry,0,30,0,84.4,31.6
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",16,100,Steam,0,47,0,96.9,42.2
"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",16,100,Fry,0,34,0,88.6,31.8
"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",16,100,Roast,0,43,0,76.7,39.4
"SILK Chocolate, soymilk",16,100,Roast,1,58,0,95.8,195.6
"SILK Light Plain, soymilk",16,100,Roast,2,29,0,102.7,254
"SILK Light Vanilla, soymilk",16,100,Boil,0,33,0,101.1,34.8
"SILK Light Chocolate, soymilk",16,100,Boil,0,49,0,107.7,46.7
"SILK Very Vanilla, soymilk",16,100,Fry,1,53,0,98.3,172
"SILK Nog, soymilk",16,100,Steam,0,74,0,99.9,78.3
"SILK Chai, soymilk",16,100,Roast,0,53,0,78.6,51.2
"SILK Mocha, soymilk",16,100,Fry,2,58,0,113.8,312.5
SILK Raspberry soy yogurt,16,100,Boil,0,88,0,100.1,83.5
SILK Peach soy yogurt,16,100,Roast,1,94,0,91.8,231.4
SILK Black Cherry soy yogurt,16,100,Steam,0,88,0,96.4,75
SILK Blueberry soy yogurt,16,100,Boil,0,88,0,102.8,76.5
SILK Hazelnut Creamer,16,100,Boil,0,133,0,107.1,120.7
"Vitasoy USA Organic Nasoya, Soft Tofu",16,100,Steam,0,70,0,101.4,61.1
"Vitasoy USA Nasoya, Lite Silken Tofu",16,100,Fry,0,43,0,83.2,37
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",16,100,Roast,1,92,0,93.3,205.8
"Vitasoy USA Azumaya, Silken Tofu",16,100,Steam,0,43,0,102.2,36.8
HOUSE FOODS Premium Soft Tofu,16,100,Roast,2,59,0,110.8,297.9
HOUSE FOODS Premium Firm Tofu,16,100,Roast,0,85,0,81.2,81.2
"Beans, adzuki, mature seed, cooked, boiled, with salt",16,100,Roast,0,128,0,76.6,123.6
"Beans, great northern, mature seeds, cooked, boiled, with salt",16,100,Roast,1,118,0,96.1,220.1
"Beans, great northern, mature seeds, canned, low sodium",16,100,Steam,0,114,0,96.2,116.7
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",16,100,Steam,0,127,0,102.5,123.1
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",16,100,Boil,0,124,0,106.7,127.5
"Beans, navy, mature seeds, cooked, boiled, with salt",16,100,Boil,0,140,0,101,147
"Beans, pink, mature seeds, cooked, boiled, with salt",16,100,Boil,0,149,0,106.6,147.5
"Beans, pinto, mature seeds, cooked, boiled, with salt",16,100,Fry,1,143,0,99.3,231.2
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",16,100,Steam,0,117,0,103.7,108.3
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",16,100,Steam,0,110,0,102.3,108.9
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",16,100,Steam,0,164,0,103.9,169.7
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",16,100,Roast,1,139,0,94.1,241.2
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",16,100,Fry,1,138,0,103.5,239.7
"Lima beans, large, mature seeds, cooked, boiled, with salt",16,100,Steam,0,115,0,103.5,111.1
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",16,100,Fry,2,126,0,114.6,368.7
"Lupins, mature seeds, cooked, boiled, with salt",16,100,Fry,1,116,0,99.9,228.8
"Mothbeans, mature seeds, cooked, boiled, with salt",16,100,Boil,0,117,0,106.8,106.9
"Peanuts, all types, dry-roasted, without salt",16,100,Fry,0,587,0,88.1,570.6
"Peanuts, spanish, oil-roasted, without salt",16,100,Roast,0,579,0,82.5,593.6
"Peanuts, valencia, oil-roasted, without salt",16,100,Fry,0,589,0,85.4,544.3
"Peanuts, virginia, oil-roasted, without salt",16,100,Roast,1,578,0,90.4,600.5
"Lamb, New Zealand, imported, loin chop, separable lean only, raw",17,100,Boil,0,142,0,103,133.9
"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",17,100,Roast,0,199,0,77.2,208.9
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",17,100,Roast,0,240,0,79,248.6
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",17,100,Steam,0,253,0,99.3,247.4
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",17,100,Steam,0,285,0,98.8,253.7
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",17,100,Fry,2,144,0,113.2,425.2
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",17,100,Roast,2,231,0,109.3,510.9
"Veal, composite of trimmed retail cuts, separable lean only, raw",17,100,Roast,1,112,0,90.9,253.1
"Veal, leg (top round), separable lean and fat, cooked, braised",17,100,Steam,0,211,0,98.4,209.5
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",17,100,Boil,0,238,0,107.4,199.5
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",17,100,Fry,2,211,0,118,484.4
"Veal, leg (top round), separable lean and fat, cooked, roasted",17,100,Steam,0,160,0,101.8,167.6
"Veal, leg (top round), separable lean only, cooked, roasted",17,100,Roast,1,150,0,92.9,242.2
"Veal, loin, separable lean and fat, raw",17,100,Boil,0,177,0,104.4,171.8
"Veal, loin, separable lean and fat, cooked, braised",17,100,Roast,2,284,0,108.9,541.1
"Veal, loin, separable lean and fat, cooked, roasted",17,100,Roast,0,217,0,83,225.2
"Veal, loin, separable lean only, raw",17,100,Fry,1,114,0,99.9,207.2
"Veal, rib, separable lean and fat, cooked, roasted",17,100,Roast,0,228,0,79.2,241.8
"Veal, rib, separable lean only, raw",17,100,Steam,0,120,0,103.7,106.6
"Veal, rib, separable lean only, cooked, braised",17,100,Steam,0,218,0,98.7,224.3
"Veal, rib, separable lean only, cooked, roasted",17,100,Fry,1,177,0,102.3,276
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",17,100,Boil,0,199,0,101.8,200.1
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",17,100,Boil,0,170,0,103.7,162.2
"Veal, shoulder, arm, separable lean and fat, raw",17,100,Steam,0,132,0,100.1,114.9
"Veal, shoulder, arm, separable lean and fat, cooked, braised",17,100,Roast,1,236,0,93.7,360.2
"Veal, shoulder, blade chop, separable lean and fat, raw",17,100,Fry,2,148,0,117.8,404.6
"Veal, shoulder, blade, separable lean and fat, cooked, braised",17,100,Steam,0,225,0,99.7,207.9
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",17,100,Boil,0,186,0,100.9,174.3
"Veal, shoulder, blade chop, separable lean only, raw",17,100,Boil,0,110,0,102.8,105.5
"Veal, shoulder, blade, separable lean only, cooked, braised",17,100,Fry,1,198,0,96,331.4
"Veal, sirloin, separable lean only, raw",17,100,Roast,2,110,0,108.7,367.3
"Veal, sirloin, separable lean only, cooked, braised",17,100,Fry,2,204,0,112.5,405
"Veal, sirloin, separable lean only, cooked, roasted",17,100,Boil,0,168,0,109.4,164.6
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",17,100,Steam,0,109,0,100.8,99.2
"Game meat, antelope, cooked, roasted",17,100,Roast,2,150,0,106.7,401
"Game meat, bear, raw",17,100,Steam,0,161,0,102.7,137.8
"Game meat, bear, cooked, simmered",17,100,Boil,0,259,0,109.4,241.5
"Bison, ground, grass-fed, cooked",17,100,Boil,0,179,0,104,152.8
"Game meat, beefalo, composite of cuts, cooked, roasted",17,100,Fry,2,188,0,109.3,401.4
"Veal, Australian, separable fat, raw",17,100,Boil,0,509,0,107.2,446.3
"Veal, Australian, rib, rib roast, separable lean and fat, raw",17,100,Steam,0,201,0,105,211.6
"Game meat, bison, separable lean only, raw",17,100,Steam,0,109,0,101.1,108.9
"Game meat, bison, separable lean only, cooked, roasted",17,100,Fry,0,143,0,89.1,128.9
"Game meat, caribou, raw",17,100,Fry,0,127,0,82.1,131.6
"Game meat, caribou, cooked, roasted",17,100,Steam,0,167,0,99.8,169.9
"Game meat, deer, raw",17,100,Boil,0,120,0,106.3,109.1
"Bologna, pork",7,100,Roast,0,247,0,77.9,242.2
"Bologna, turkey",7,100,Steam,0,209,0,96.5,205.3
Chicken spread,7,100,Steam,0,158,0,103.5,160.2
"Sausage, pork, chorizo, link or ground, raw",7,100,Roast,2,296,0,110.9,488.5
"Corned beef loaf, jellied",7,100,Steam,0,153,0,99.6,145.1
"Dutch brand loaf, chicken, pork and beef",7,100,Boil,0,273,0,104.4,278.5
"Frankfurter, beef, unheated",7,100,Steam,0,315,0,96.9,288.2
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",7,100,Boil,0,107,0,104.2,107.2
"Ham, sliced, regular (approximately 11% fat)",7,100,Steam,0,164,0,104.1,140.9
"Ham, minced",7,100,Fry,2,263,0,116.1,490.6
Ham salad spread,7,100,Boil,0,216,0,101.6,191.9
"Knackwurst, knockwurst, pork, beef",7,100,Steam,0,307,0,105,325.7
"Lebanon bologna, beef",7,100,Steam,0,172,0,100.4,173.4
"Liver cheese, pork",7,100,Roast,1,304,0,90.3,425.6
"Liver sausage, liverwurst, pork",7,100,Roast,2,326,0,103.3,532
"Sausage, turkey, fresh, cooked",7,100,Roast,1,196,0,92.1,311.7
"Bologna, chicken, pork, beef",7,100,Roast,2,272,0,111.5,523
"Bologna, chicken, pork",7,100,Roast,1,336,0,98.6,451.6
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",7,100,Roast,1,98,0,95.5,213.5
"Frankfurter, meat and poultry, unheated",7,100,Fry,1,277,0,102.3,432.4
"Pork sausage, link/patty, fully cooked, unheated",7,100,Roast,2,392,0,107.3,666
"Kielbasa, fully cooked, grilled",7,100,Roast,1,337,0,89.4,449.4
"Kielbasa, fully cooked, pan-fried",7,100,Roast,1,333,0,91.5,420.7
"Kielbasa, fully cooked, unheated",7,100,Fry,1,325,0,103.4,388.5
"Sausage, chicken or turkey, Italian style,  lower sodium",7,100,Boil,0,183,0,106.8,179.4
"Ham, smoked, extra lean, low sodium",7,100,Fry,1,141,0,98,260.5
"Pork sausage, reduced sodium, cooked",7,100,Boil,0,271,0,104.9,241.7
"Sausage, pork, turkey, and beef, reduced sodium",7,100,Roast,2,284,0,104.5,515.1
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",8,100,Fry,1,372,0,103.4,505.4
"Cereals ready-to-eat, POST, COCOA PEBBLES",8,100,Roast,2,397,0,108,599.6
"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",8,100,Boil,0,331,0,107.5,307.1
"Cereals ready-to-eat, RALSTON CRISP RICE",8,100,Steam,0,383,0,98.9,328.5
"Cereals ready-to-eat, POST Bran Flakes",8,100,Steam,0,328,0,105,301.8
"Cereals ready-to-eat, POST, Honeycomb Cereal",8,100,Steam,0,394,0,103.5,409.4
"Cereals ready-to-eat, QUAKER, KING VITAMAN",8,100,Steam,0,381,0,96.3,393.3
"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",8,100,Fry,0,374,0,85.4,330.3
"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",8,100,Steam,0,421,0,98.1,392.1
"Cereals ready-to-eat, RALSTON TASTEEOS",8,100,Fry,2,395,0,111.7,620.2
"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",8,100,Fry,0,373,0,88.1,317.3
"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",8,100,Steam,0,385,0,97.8,381.7
"Cereals ready-to-eat, wheat germ, toasted, plain",8,100,Boil,0,382,0,105.6,378.8
"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",8,100,Roast,1,74,0,89.4,210.8
"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",8,100,Fry,1,363,0,100.1,429.3
"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",8,100,Steam,0,340,0,96.2,346.4
"Cereals, CREAM OF RICE, dry",8,100,Steam,0,370,0,104.2,370.1
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",8,100,Roast,2,370,0,112.6,536.4
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",8,100,Roast,0,62,0,81.1,63.6
"Cereals, MALT-O-MEAL, original, plain, dry",8,100,Roast,0,365,0,77.6,313.2
"Cereals, oats, regular and quick, not fortified, dry",8,100,Fry,2,379,0,112.9,660.6
"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",8,100,Boil,0,71,0,108.9,66.1
"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",8,100,Boil,0,96,0,105.5,84.4
"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",8,100,Fry,0,368,0,87,334.7
"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",8,100,Roast,0,88,0,82.7,93.5
"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",8,100,Steam,0,387,0,102,366.5
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",8,100,Boil,0,337,0,105.5,319.5
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",8,100,Roast,1,351,0,91.9,505.6
"Cereals ready-to-eat, rice, puffed, fortified",8,100,Boil,0,402,0,107.5,405.8
"Cereals ready-to-eat, wheat, puffed, fortified",8,100,Roast,0,364,0,83.1,310.8
"Cereals, CREAM OF RICE, cooked with water, with salt",8,100,Roast,2,52,0,105.6,313.9
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",8,100,Fry,0,50,0,80.8,42.1
"Cereals, farina, unenriched, dry",8,100,Steam,0,369,0,100.9,346.2
"Cereals, farina, enriched, cooked with water, with salt",8,100,Fry,1,53,0,103.5,173.8
"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",8,100,Steam,0,352,0,95.7,363.1
"Cereals ready-to-eat, POST SELECTS Blueberry Morning",8,100,Roast,0,395,0,81.2,371.9
"Cereals, oats, instant, fortified, maple and brown sugar, dry",8,100,Roast,1,386,0,96.1,497.2
"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",8,100,Steam,0,376,0,99.6,381.9
"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",8,100,Boil,0,361,0,105.1,316.5
"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",8,100,Boil,0,361,0,109.4,351
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",8,100,Steam,0,387,0,102,394.5
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",8,100,Steam,0,394,0,101.5,373.8
"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",8,100,Boil,0,361,0,100.8,367.5
"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS",8,100,Roast,2,373,0,103.9,564.8
"Apples, raw, without skin, cooked, boiled",9,100,Roast,1,53,0,93.7,166.3
"Apples, raw, without skin, cooked, microwave",9,100,Fry,1,56,0,99.8,177.4
"Apples, canned, sweetened, sliced, drained, heated",9,100,Fry,0,67,0,88,64.9
"Apples, dehydrated (low moisture), sulfured, uncooked",9,100,Boil,0,346,0,109.9,290.2
"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",9,100,Roast,2,47,0,112.5,280.1
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",9,100,Boil,0,46,0,105,44.3
"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",9,100,Boil,0,166,0,103.5,151.5
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",9,100,Roast,0,47,0,82.2,39.5
"Apricots, canned, water pack, without skin, solids and liquids",9,100,Roast,2,22,0,106.9,247.5
"Apricots, canned, juice pack, with skin, solids and liquids",9,100,Fry,1,48,0,95.8,190.2
"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",9,100,Boil,0,49,0,100,51.4
"Apricots, canned, light syrup pack, with skin, solids and liquids",9,100,Fry,2,63,0,118.3,312.6
"Apricots, dehydrated (low-moisture), sulfured, stewed",9,100,Boil,0,126,0,106.9,122.1
"Apricots, dried, sulfured, uncooked",9,100,Roast,0,241,0,77.5,207.3
"Apricots, dried, sulfured, stewed, without added sugar",9,100,Roast,0,85,0,79,86
"Apricots, dried, sulfured, stewed, with added sugar",9,100,Boil,0,113,0,106.1,117.4
"Bananas, raw",9,100,Boil,0,89,0,109.1,91.9
"Bananas, dehydrated, or banana powder",9,100,Boil,0,346,0,110,336
"Blackberries, raw",9,100,Roast,0,43,0,76.2,39.1
"Blackberry juice, canned",9,100,Boil,0,38,0,102.9,36.6
"Blueberries, canned, heavy syrup, solids and liquids",9,100,Boil,0,88,0,103.4,91.2
"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",9,100,Fry,2,57,0,116.6,311.4
"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9,100,Fry,2,51,0,108.6,330.7
"Blueberries, frozen, sweetened",9,100,Boil,0,85,0,102.6,77.9
"Carissa, (natal-plum), raw",9,100,Boil,0,62,0,107,53.5
"Cherimoya, raw",9,100,Boil,0,75,0,106.7,75.1
"Cherries, sour, red, raw",9,100,Roast,2,50,0,111.7,301.4
"Cherries, sour, red, canned, water pack, solids and liquids",9,100,Boil,0,36,0,109,31.5
"Cherries, sour, red, canned, light syrup pack, solids and liquids",9,100,Boil,0,75,0,103.1,71.1
"Cherries, sweet, canned, water pack, solids and liquids",9,100,Fry,1,46,0,103.8,154.9
"Cherries, sweet, canned, juice pack, solids and liquids",9,100,Boil,0,54,0,101,49.2
"Cherries, sweet, canned, light syrup pack, solids and liquids",9,100,Boil,0,67,0,108.5,57.1
"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",9,100,Roast,1,83,0,97.2,193.7
"Cranberry sauce, canned, sweetened",9,100,Boil,0,159,0,102.4,143.5
"Cranberry-orange relish, canned",9,100,Boil,0,178,0,100,175
"Currants, european black, raw",9,100,Roast,2,63,0,113.3,293.3
"Currants, red and white, raw",9,100,Boil,0,56,0,103.6,57
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",13,100,Pan-Sear,1,138,0,97.4,244.5
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",13,100,Fry,2,191,0,113.7,423.9
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",13,100,Roast,0,639,0,77.4,605.9
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",13,100,Fry,0,627,0,81,604.9
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",13,100,Roast,0,151,0,77.8,132.3
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",13,100,Fry,1,131,0,101.8,232.6
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",13,100,Fry,0,130,0,82.7,118.2
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",13,100,Roast,1,129,0,96.3,264.8
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",13,100,Pan-Sear,0,237,0,81.4,225.4
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",13,100,Fry,0,223,0,85.7,193.9
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",13,100,Fry,1,217,0,98.3,301.7
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",13,100,Fry,0,140,0,84.6,122.1
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",13,100,Roast,2,129,0,108.2,334.7
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",13,100,Pan-Sear,1,289,0,97.4,354.4
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",13,100,Fry,1,392,0,101.7,487
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",13,100,Pan-Sear,0,127,0,89,134.2
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",13,100,Roast,0,120,0,76.9,108
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,100,Pan-Sear,0,125,0,85.9,108.9
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",13,100,Fry,1,128,0,97.6,259.4
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,100,Fry,1,124,0,98.8,217.3
"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",13,100,Roast,0,127,0,79.6,132.2
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",13,100,Fry,1,120,0,95.6,251.5
"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,100,Pan-Sear,1,149,0,98.1,270.1
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,100,Pan-Sear,1,147,0,97.2,259.3
